tam,kan,mal,tel
,pandityapurnavada,pandityamulla,panditulaina
,adhyayanasilavada,,adhyayanamaina
,gudhavadanta,,nigudhamaina
,niyamitavada,,niyamitamaina
,kathinavagi,kathinamayi,
,svarthiyadanta,svarthikalaya,
,svarthiyadanta,svarthatatpararaya,
,svarthiyada,svarthatatpararaya,svardhaparulaina
,nisvartha,,nisvarthamu
,jyestha,jesta,
,samvedanasunya,samveda sunyamaya,
,mukadarsakanada,muka darsakaraya,
,samvedanasila,samvedanasilamulla,
,antargatavagiruva,antargatamayittulla,
,anarogyakaravadantaha,,anarogyakaramaina
,cancalavada,cancalitamaya,
,sancari,,sancari
,nirdharitavada,,nirdharincabadina
,aslila,aslila,
,aslilavada,aslilamaya,
,lingarahitavada,lingarahitanaya,lingarahitamaina
,lingarahita,lingarahitanaya,
,lingarahitavadantaha,lingarahitanaya,alingamaina
,kurupadanta,,kurupiyaina
,vikaravadanta,,vikaramaina
,virupavada,virupamaya,
,kausalyahina,,kausalamleni
,jaruva,,jaru
,vegavullanta,,vegavantam
,vegavulla,vegatayulla,
,parvatakke sambandhisida,,parvatasambandhamaina
,parvatada,parvata,
,ontiyadanta,,ontariyaina
,ekanta-vasiyadanta,ekantavasiyaya,ekantavasi
,ekanta-vasiyadantaha,ekantavasiyaya,
,ekakiyadanta,ekakiyaya,ekakiyaina
,ekakiyadanta,ekakiyaya,
,dravadanta,dravamaya,
,asamadhanita,,asamadhanamaina
,aneka,anekam,anekam
,aneka,anekam,
,kapatavillada,kapatamallatta,
,kapatavillada,kapatyamillatta,
,sida sada,,sidamaina
,gattiyada,,gattidaina
,dussahasi,duhsahasi,
,dussahasi,duhsahasi,dussahasi
,maukhika,,maukhika
,prakatitavada,,prakatitamaina
,abhivyaktavadantaha,,abhivyaktamaina
,alpadhvaniyukta,,alpadhvanulu
,alikhita,,alikhit
,alikhitavada,alikhitamaya,
,alikhitavadanta,,likhincabadani
,ekaksarada,ekaksara,
,adhikari,adhikarikamaya,
,adhikari,adhikarikamaya,adhikarikamaina
,angikararhavadanta,,angikarincadamaina
,svikarya,svikaryamaya,
,upavasaviruva,upavasikkunna,
,bhavahina,,mubhavamaina
,ardha-candrakara,,arthavrttakaramaina
,ardha-vartulakara,,arthacandrakaramaina
,kutilateya,kutilamaya,kutilamaina
,kutilateya,kutilamaya,
,ucca,ucca,
,adhina,adhinata,
,adhikarayukta,,adhikarangala
,jaya hondidanta,,vijayam pondina
,vijayiyadanta,vijayiyaya,
,kunthitavada,kunthitanaya,
,unnata padavi,,unnatapadaviyaina
,dusta,dustan,
,sadharana gunada,sadharanayaya,
,asrayahina,,asahayulaina
,niscayisida,niscayicca,
,madhuravada,madhuramulla,
,madhuravada,madhuryamulla,
,samadvibhuja,,samadvibahu
,samavayaska,samavayaskaraya,sama vayaskulu
,samavayaska,samavayaskaraya,
,samakalina,samakalika,samakalinamaina
,samakalina,samakalika,samakalapu
,samakalina,samakalika,
,samakalina,samakalika,samanakalamaina
,paryayavacaka,paryayam,paryaya padamu
,aneka arthada,anekarthamulla,
,aneka arthada,anekarthamulla,anekarthamaina
,asambaddha,asambandhamaya,asambaddhamaina
,sthiravadanta,sthavara,sthiramaina
,sthiravada,sthavara,
,svadhisthavada,svadistamaya,
,rucikattadanta,rucikaramaya,
,rucikaravadanta,rucikaramaya,rucikaramaina
,svadistavadanta,svadistamaya,svadhistamaina
,saviyillada,ruciyillatta,
,niyantrisalpatta,niyantritamaya,
,avicaraniya,avicaritamaya,
,avicaraniya,avicaritamaya,avicaraniyamaina
,dyani,dhyanamagnanaya,dhyanangala
,dyani,dhyanamagnanaya,
,sahyavadanta,,sahanamaina
,asahyavada,asahyamaya,
,talalagada,,talagudani
,nissankoca,nihsankocam,nissankocamu
,nissankocavada,nihsankocam,
,pakkada,,pakkana
,dhruviya,dhruva,
,visapuritavadanta,,visapuritamaina
,asatya,asatyam,
,ekabhipraya,,ekabhiprayangala
,vibhajaniyavada,,vibhajimpabadina
,vibhajya,vibhajicca,
,akarmaka,,akarmaka
,sakarmaka,sakarmmaka,
,sakarmaka,sakarmmaka,sakarmaka
,anarghyavada,anarghamaya,
,amulyavada,amulyamaya,
,amulyavada,amulyamaya,amulyamaina
,sampannavada,sampannamaya,
,samruddhavada,samrddhamaya,
,sampannavadanta,sampannamaya,sampannamaina
,parivartanasila,,parivartanasilamaina
,parivartaniya,,parivartaniyamaina
,sthiravada,,-sthiramaina
,kaseruka,,kaserukam
,ullanghaniyavadanta,langhaniyamaya,ullanghaniyamaina
,ullanghaniyavada,langhaniyamaya,
,himsatmaka,himsatmakamaya,himsatmakamaina
,himsatmaka,himsatmakamaya,
,paparahita,paparahitanaya,paparahitudaina
,paparahita,paparahitanaya,
,avikarana,,aviraina
,uddesisida,uddesicca,
,laksanavilladanta,laksana rahitamaya,laksanarahitamaina
,laksanavilladanta,laksana rahitamaya,
,rogagrasthanada,rogagrasthan,
,anarogiyadanta,,anarogyavantudaina
,paustikamsa,pustikaramaya,
,paustikamsadanta,pustikaramaya,paustikaramaina
,asambaddha pralapa,asambandhamaya,
,buddhihina,,buddhileni
,avivekiyada,avivekiyaya,
,avivekiyada,avivekiyaya,vivekahinamaina
,avivekiyadantaha,avivekiyaya,avivekiyaina
,aranyadanta,,aranyamunaku
,adavi,,adaviki
,vyana,vanya,
,ihalokadanta,,ihalokamaina
,laukikavadantaha,,laukikaparamaina
,laukikavada,lakikamaya,
,sreyaskaravada,sreyaskkaramaya,
,sreyaskaravada,sreyaskkaramaya,sreyaskaramaina
,anukaraniya,anukaraniyam,adarsaniyamaina
,anukaraniya,anukaraniyam,acaraniyamaina
,anukaraniyavada,anukaraniyam,
,anukaraniyavada,anukaraniyam,anukaraniyamaina
,kavacahina,avaranahinamaya,
,puspahinavada,,puspincani
,pusparahitavada,,pusparahitamaina
,varsika,varsika,varsika
,varsika,varsika,
,ardhavarsikavada,arddhavarsika,
,khagolada,,khagola
,paksige sambandhisidanta,,paksikisambandhincina
,paksiya,paksi,
,aksa,aksiya,
,jaiva,jaivika,
,saririka,saririka,
,brad byand na,brod brandinre,
,brad byand na,brod brandinre,brad byandaina
,akasada,akasa,
,gaganada,gagana,gaganamlo
,gaganada,gagana,
,alaukikavada,paraloka,
,paralokiyavada,paraloka,paralaukikam
,paralokiyavada,paraloka,alaukikam
,vanaprasthasrama,vanaprasthanaya,
,vanaprasthasrama,vanaprasthanaya,vanaprastha asramaniki vellinavadu
,rasayanika,,rasayanikamaina
,nagaradanta,nagara,
,pattanada,pattana,
,tirada,tiradesa,
,dadakke sambandhisida,,odduku sambandhincina
,brahmanda,brahmanda,
,brahmanda,brahmanda,brahmandamaina
,dantya,dantya,
,dantya,danta,dantyamu
,dantya,danta,
,natakiyavadanta,natakiya,natakiyata
,natakiyavadanta,natakiya,
,sampadakiyavada,,sampadakiyangala
,rekhaganitada,,rekhaganita
,adarsavaditanada,adarsavadi,
,audyogika,audyogika,
,candramasa,candra,
,are sainika,arddha sainika,
,misanariya,misanari,
,misanariya,misanari,misanari
,nauka-sainya,,navasainyalu
,sankhyatmakavadantaha,,sankhyatmakamaina
,prantiya,,prantiya
,bhangagolisu,,bhagnamavu
,bhangagolisu,,bhangamagu
,visranti tegedukollu,,visranti tisukovadamu
,parikse madu,,pariksapettu
,carcisu,,carcincu
,khandisu,,khandincu
,javabu nidu,,javabu ceppu
,apahasya madu,,apahasyam ceyu
,mantradinda suddhi madu,,mantrancadivi suddhiceyu
,asirvada madu,,asirvadamivvadam
,asirvadhisu,asirvadikkuka,
,prasamsisu,prasamsikkuka,
,hogalu,,pogadu
,prasamsisu,prasamsikkuka,prasamsincu
,pratijne madu,,pratijnaceyu
,paricaya nidu,,paricayanceyu
,asisu,,asincu
,kirucu,,arucu
,garjisu,,garjincu
,srutapadisu,,srutaparacu
,vyakhyanisu,vyakhyanikkuka,
,bhasantara madu,,bhasantarikarincu
,anuvada madu,,anuvadanceyu
,matanadu,,matladu
,bhasana-kodu,prabhasanam,
,upanyasakodu,,upanyasincu
,bhasana-kodu,bhasanam,
,hastaksara madu,,hastaksaramu ceyu
,nirdhara madu,,nirdharanaceyu
,bedarisu,,bedarincu
,matanadu,,mataladu
,arucu,,aracu
,mekeyante aracu,meme ennu karayuka,
,mekeyante aracu,meme ennu karayuka,meme ani aracu
,ghur ghur ennu,,gur gur manu
,busuguttu,,busakottu
,kim-kim sabdha madu,,ki ki manu
,upeksisu,,upeksincu
,bhagavahisu,bhagamakuka,
,desiya,desiya,
,yuddha madu,,yuddhanceyu
,saphalavagu,,saphalamu
,vijayiyagu,,vijayamu
,bandhana mukhta,,bandhavimuktaina
,akramana madu,,akramanaceyu
,bhaksisu,,bhaksincu
,nirvahisu,,nirvahincu
,uta madade iru,verute samayam kalayuka,
,madaka vastugalannu sevisu,,madaka dravyalanu sevincu
,kharcumadu,,kharcuceyu
,trupti hondu,,trpti cendu
,muttuvudu,,muttukonu
,antikollu,,antukonu
,tadavu,,tadumu
,cuccu,,gruccu
,hicuku,,pisuku
,kalasu,,kalupu
,koyyu,,koyu
,jodisu,,jodincu
,suttu,,cuttu
,hindu,,pindu
,antisu,,antu
,mettu,,mettu
,mettu,,pettu
,pracara madu,,pracaranceya
,kappala moksa madu,kaittalam kont atikkuka,cempa debba kottu
,kappala moksa madu,kaittalam kont atikkuka,
,sambhogisu,sambhogikkuka,
,muddidu,,muddu
,cuccu,,guccu
,tadegattu,,addapettu
,bharavagu,,bharamavu
,cellu,,callu
,akarsisu,,akarsincu
,dabbu,,dobbu
,vistarisu,,vistarincu
,suttugattu,,cuttumuttu
,kattarisu,,kattirincu
,kuttu,,kottu
,aviskarisu,,aviskarincu
,pratisthapisu,pratisthikkuka,
,phalisu,,phalincu
,singarisu,,srngarincu
,singarisu,,singarincu
,racisu,,racincu
,sangita racisu,,sangita racanaceyu
,pradarsisu,,pradarsincu
,citrikarana,citrikaranam,
,abhyasisu,,abhyasincu
,abhinayisu,abhinayikkuka,abhinayincu
,abhinayisu,abhinayikkuka,
,vyaktapadisu,,vyaktaparucu
,utpadisu,,utpadamu
,santavagiru,,santaparucu
,cintisu,,cintincu
,cinte madu,,cintapadu
,istapadu,,hitavupadu
,hitavanisu,,istapadu
,bedarisu,,bedirincu
,akarsitavagu,,akarsitudaguta
,pascatapapadu,,pascattappadu
,duhkhapadu,,badhapadu
,duhkhisu,,duhkhincu
,prerepisu,,prerepincu
,protsahisu,,protsahincu
,ananda pade,,anandapadu
,arambhisu,,prarambhincu
,urulu,uruluka,
,adaru,,aduru
,kampisu,,kampincu
,kuluku,,dulupu
,jaragu,,jarugu
,kadalu,,kadulu
,nrutya madu,,natyamadu
,datu,,datu
,alugadu,,tugadu
,dari tappu,,dari tappu
,ettu,,ettu
,mele ettu,,levanettu
,pravahisu,,pravahincu
,sravisu,,sravincu
,sthana khali madu,,sthananni khali ceyu
,sugandha baru,sugandham parattuka,sugandham parincu
,sugandha haradu,sugandham parattuka,
,sugandha baru,sugandham parattuka,sugandham prasarincu
,vasanenodu,,vasanacudu
,parikse madu,,pariksaceyu
,adarisu,,adarincu
,gauravisu,,gauravincu
,danadana sabdha madu,,dhanadhanamani dhvani ceyadam
,danadana sabdha madu,,dhabadhabamanu sabdham ceyadam
,viksisu,,viksincu
,pariksisu,,pariksincu
,parisilisu,,parisilincu
,parisodhisu,prisodhikkuka,
,molagu,,mrogu
,pratidhvanisu,pratidhvanikkuka,
,pratidhvanisu,pratidhvanikkuka,pratidhvanincuta
,maunavagu,manamavuka,
,svikarisu,,svikarincu
,bhartimadu,,bharticeyu
,tirupeyattu,,tiripemettu
,yacisu,,yacincu
,bhikse ettu,,biksamettu
,labha sampadisu,,labham sadhincu
,labhahondu,,labhampondu
,sampadisu,,sampadincu
,hancu,,pancu
,samaptiyagu,,samaptanceyu
,sangrahisu,,sangrahincu
,vasulu madu,,vasulu ceyu
,divaliyagu,,divalatiyu
,suddha madu,,suddhiparacu
,atavadu,,ataladu
,kattisu,,kattincu
,niyamabaddha,niyama baddhamaya,niyamabaddangala
,niyamabaddhavadanta,niyama baddhamaya,niyamangala
,niyamabaddha,niyama baddhamaya,
,siksisu,,siksincu
,vyavaharisu,,vyavaharincu
,anuttirnanagu,,anuuttirnudavu
,bhangavagu,bhangamvaruka,
,posisu,,posincu
,palisu,,palincu
,uddhara madu,,uddarimpabadu
,modaliddada hage madu,rupam prapicca avasthayil nirmmikkuka,
,mosahogu,,mosapovu
,agu,,agu
,mugisu,,mugiyu
,samaptimadu,,samaptamu agu
,pujisu,,pujincu
,jivisu,,jivincu
,heccu kala jivisu,,ekkuva samayam gadupu
,nillu,,nilupu
,asraya nidu,,asrayam ivvu
,anukulakariyagu,anukulikkuka,
,hondu,,pondu
,raksisu,,raksincu
,akarsitagollu,,akarsitulagu
,sariyagu,,saripadu
,phalitamsa hora bilu,pariksana parinamakuka,parisilana phalitam vaccu
,phalitamsa hora bilu,pariksana parinamakuka,
,phalitamsa hora bilu,pariksana parinamakuka,pariksa phalitam vaccu
,tayarisu,,tayaragu
,sobhisu,,sobhincu
,sobhisu,,sobhillu
,dharakaravagi male suri,saktamaya mala peyyuka,
,pratibimbisu,,pratibimbincu
,dayaluvagi,dayavayi,
,purnavagi,purnnamayi,
,sampurnavagi,,sampurnamuga
,purnavagi,,purnamuga
,alla,alla,
,antimavagi,,antimanga
,prastuta,,prastutam
,sighravagi,sighram,
,sighravagi,ksipram,
,sighravagi,sighram,sighranga
,taksana,talksnam,
,santosadinda,,santosanga
,bahirangavagi,,bahiranganga
,anantara,anantaram,
,taruvaya,,tarvata
,anantara,tadanantaram,
,anantara,anantaram,anantaram
,akasmikavagi,akasmikamaya,
,acanakkagi,,tataluna
,akasmikavagi,akasmikamaya,akasmikanga
,akasmattagi,,akasmattuga
,ekaeki,,ekaekina
,hathattagi,,hathattuga
,acanakkagi,,tatana
,samayanusara,samayanusrtam,
,samipya,,samipanga
,himbadi,,vembadi
,vistarapurvakavagi,,vistarapurvakanga
,kastada,,kastanga
,adyanta,adyantam,
,sarva-prathama,,praprathamanga
,akade,,akkada
,vyavasthitavagi,vyavasthayotukuti,
,ide prakara,iprakaram,
,ide prakara,iprakaram,iprakaranga
,avasyavagi,avasyam,
,avasya,avasyam,avasyakanga
,vastavadalli,vastavattil,vastavanga
,vastavadalli,vastavattil,
,krutajnatapurvakavada,krtajnatapurvvam,krtajnata purvakanga
,krutajnatapurvakavada,krtajnatapurvvam,
,spastavada,,spastanga
,oratagi,,morataga
,nirdaksinyavagi,nirddaksinyam,
,nirdayavagi,nirddayamayi,
,matsaryadinda,,matsaranga
,prayatnapurvakavagi,prayatnapurvam,prayatnapurvakanga
,prayatnapurvakavagi,prayatnapurvam,
,paraspara,parasparam,parasparam
,paraspara,parasparam,
,uddesapurvakavagi,,uddesapurvakanto
,yuktipurvaka,,yuktipurvakanga
,yuktiyinda,yuktiyulla,
,niscintavagi,,niscintaga
,vyarthavagi,,vyarthamuga
,nisphalavagi,,nispalamuga
,asabhyate,asabhyata,asabhyanga
,asabhyate,asabhyata,
,pura,purnna,
,ninne,innale,ninna
,ninne,innale,
,jote-joteyagi,,kalisi-melisivundu
,,amsam,amsam
,,amsam,amsakam
,,aharam,aharam
,,santulanam,santulanam
,,pravasam,pravasam
,,pralobhanam,pralobham
,,potujanabhiprayam,prajabhiprayam
,,abhimanapurvam,abhimanapurvakanga
,,dvesam,dvesam
,,dvesam,vidvesam
,,satruta,satrtvam
,,parityajanam,purti tyagamu
,,parityagam,parityagamu
,,nirmalinikaranam,pariskarana
,,suddhikaranam,suddikarana
,,dosam,dosam
,,jalayatra,jalayatra
,,vinodam,vinoda
,,butbol,putabal
,,sarkkar,sarkaru
,,plampinn,plambing
,,vidyabhyasam,vidyabodhana
,,grhapatham,grhakaryamu
,,kumbhakonam,kumbhakonam
,,abhinayam,abhinayamu
,,adhambaram,adambaram
,,parisodhana,parisodhanamu
,,kasrrti,kastadi
,,nisvasam,nisvasamu
,,ratikrida,ratikrida
,,vyabhicaram,vyabhicaramu
,,vilapam,vicaram
,,dril,dril
,,tresing,tresing
,,susrusa,susrusa
,,samasvasam,asvasamu
,,punararambhikkal,punahprarambhamu
,,suksmajivi,suksmajivulu
,,andam,anda
,,paksi,paksi
,,vihagam,vihangamu
,,bhujanga,bhujanga
,,apriyamaya,apriyamaina
,,hamsam,hamsa
,,sastana jivi,stanyajivi
,,vrkam,vrkam
,,bidalam,pilli
,,puccham,puccham
,,puccham,pincham
,,krmi,krimi
,,kitam,kitakam
,,ali,ali
,,haram,kharam
,,mekkam,meka
,,sambar,sambar
,,munbhakagam,mundubhagam
,,adharam,adharamu
,,svarnna khani,svarnagani
,,urumal,rumalu
,,jagg,jaggu
,,banglav,bangla
,,maddhyamam,madhyamam
,,maphlar,maphlar
,,myusiyam,myujiyam
,,nippil,nippalu
,,cukkan,cukkani
,,panc,panc
,,jari,jari
,,rim,rimmu
,,rim,rim
,,rand,raundlu
,,upp patram,uppupatra
,,tattam,tatta
,,patt vastram,pattu vastralu
,,dipti,dipti
,,sakumaryam,sukumaram
,,vasana,vasana
,,lingam,lingamu
,,aghoram,angaram
,,katti,gatti
,,nityata,nityatvam
,,suksmam,suksmata
,,vyapti,vyapti
,,vistirnnam,vistirnamu
,,nicata,nicatvam
,,nicata,nicam
,,gunam,sugunam
,,risarvesan,rijarvesan
,,grahana sakti,grahanasakti
,,grahana sakti,grahincesakti
,,purnnajnanam,purnajnanam
,,gudhalocana,duralocana
,,hiro,hiro
,,andhavisvasannal,mudhavisvasam
,,yatharthavadam,yatharthavadam
,,laksyam,laksyamu
,,vaidusyam,vaidusyam
,,sarasari,sarasari
,,vaidyasastram,vaidya sastram
,,sasyasastram,vrksasastram
,,sarira sastram,sariradharmasastram
,,vivara sanketika vidya,sanketika samacara ksetramu
,,caritram,caritra
,,tarkka sastram,tatvasastramu
,,asraddha,asradda
,,hindumatam,hindu matam
,,hindumatam,hindutvam
,,hindumatam,hindu matamu
,,karttav,karta
,,sambandhakarakam,sambandhakarakam
,,adharika,adhikarana
,,adharika,adhikaram
,,aksarakramam,varnakramam
,,aksarakramam,aksaraganitam
,,padyam,padyam
,,marjin,marjinu
,,seksan,seksan
,,avatarika,avatarani
,,avatarika,avataranika
,,avatarika,avatarika
,,sabdasangraham,sabdhasagaram
,,bil,billu
,,menukard,menukardu
,,harji,arji
,,rasid,rasidu
,,niyamam,niyamamu
,,upaniyamam,upaniyamam
,,vartta citram,vrttantacitram
,,vartta citram,jivitacitram
,,abhinandana katt,abhinandanapatram
,,padavala,padamalika
,,upadesam,upadesamu
,,stuti,stuti
,,hetu,hetuvu
,,vivaranam,vivarana
,,vananiriksana sastram,-vatavarana sastram
,,purvanumanam,purvanirupanamu
,,pragalbhyam,pragalbhalu
,,dasamsam,dasamsam
,,samyojaka cihnam,yojaka cihnam
,,samyojaka cihnam,samyojaka cihnam
,,netrabhangima,netrabhangima
,,badj,byadji
,,talavyam,talavyalu
,,abhiprayaikyam,ekabhiprayam
,,vrttantam,vrttantam
,,nirakarikkal,nirakarincuta
,,virodham,avarodam
,,ripportt,riportu
,,pravacanam,purva sucana
,,artthavivaranam,arthavivarana
,,davagni,davagni
,,davagni,davanalam
,,vighnam,vighnam
,,vighnam,vighatam
,,viplavam,viplavam
,,haritaviplavam,haritaviplavam
,,abhilasam,abhilasa
,,istam,istamu
,,manomalinyam,manomalinyam
,,sankocam,sankocam
,,santosam,santasamu
,,santosam,santosamu
,,paripanthakan,paripanthakudu
,,pratikuli,pratipaksi
,,pratikuli,pratyarthi
,,ari,ari
,,pratikuli,pratikuludu
,,pratiyogi,pratiyogi
,,sekharanam,sekarana
,,posrrappis,postaphisu
,,sainikaganam,sainika brndam
,,sainika kotati,sainikakortu
,,kutira sainyam,gurrapusainyam
,,upamandalam,cinnamandalam
,,upamandalam,upamandalam
,,maitanam,maidanam
,,bilam,bilam
,,guha,guha
,,niscitasthalam,sanketa sthalam
,,kolani,kalani
,,lagnam,lagnam
,,vantharam,kantharam
,,maralam,naradam
,,maralam,niradam
,,pattam,patiram
,,vantharam,varidam
,,varivaham,varidharam
,,varivaham,vardam
,,varsam,vataratham
,,mula,mula
,,ganaracayitav,geyaracayita
,,ganaracayitav,patalaracayita
,,talla,talli
,,upanyasakan,navalakari
,,jala pranali silpi,gottapu pani ceyuvadu
,,jala pranali silpi,sisapu pani ceyu vadu
,,kulata,kulata
,,vyabhicarini,vyabhicarini
,,rajapatni,rajapatni
,,gavesaka,anvesakudu
,,sahodari,sodari
,,sosyalisrr,sosalistu
,,bharya,bharya
,,vidyartthi,vidyarthi
,,vidyadanam,vidyadata
,,taipisrr,taipistu
,,vaiscansalar,vais cansalar
,,duracari,duracarudu
,,prati nayakan,pratinayakudu
,,pratinayika,pratinayika
,,kanyaka,kanya
,,vottar,otaru
,,vesyagamanan,vesyagami
,,karanr,karentu
,,vaidyuti,vidyut
,,urjjam,urjamu
,,maricika,maricika
,,puspam,puspamu
,,kesaram,kesaramu
,,pusparenu,pusparenuvulu
,,kesaram,kesaralu
,,bahyadalam,bahyadalam
,,hemapuspakam,hemapuspamu
,,sata parvva,sataparkam
,,gulkhairu,gul khauri
,,balabhadra,balabhadratiga
,,pilu,pilu
,,pilu,pil
,,banphso,banaphsa
,,kunkumam,kunkumam
,,ravinatham,aravindam
,,udajam,udajam
,,phalavrksam,phalavrksamu
,,amaluk,amluk
,,nalikasasyam trakkiyo phairr,verlu adhikangala cettu
,,sthavarasvatt,sthirasampada
,,nastapariharam,nasta pariharam
,,vetanam,vetanam
,,sampatt,sampada
,,bldbank,bladbyanku
,,nidhi,nidhi
,,dahanam,jirnamu
,,vighatanam,viragatam
,,kramamaya vikasam,krama vikasam
,,harakam,haram
,,gunanasankhya,gunincesankhya
,,bilyan,biliyan
,,agneyadikku,agneya dikku
,,agni kon,agnikonam
,,agneya disa,agneyadisa
,,vayavya,vayuvyam
,,manadandam,manavadandana
,,bahubhujam,bahubhuji
,,premabandham,prema sambandham
,,premabandham,prema bandham
,,tatvam,tatvam
,,bhagyahinata,bhagyahinudu
,,sampannata,sampannata
,,angavaikalyam,angavaikalyam
,,angavaikalyam,vaikalyam
,,karam,ksaram
,,dhatu,dhatuvu
,,svarnnam,svarnam
,,pranavayu,pranavayuvu
,,sink,jink
,,lepanam,lepanam
,,pingala,pingala nadi
,,pingala,pingala
,,nisvasam,nisvasa
,,nisvasam,niscasa
,,jalam,jalamu
,,ten,tene
,,makarandam,makarandamu
,,govittu,govittu
,,kathina jalam,kathinajalam
,,niharam,niharam
,,paksam,pankam
,,patmaragam,padmaragam
,,mrdu jalam,mrdujalam
,,karnnavitt,karnavittu
,,karnnamalam,karnamalam
,,vinodayatra,viharayatra
,,dehantam,dehatyagam
,,varddhakyam,vrddapyam
,,divasam,divasamu
,,sandhya samayam,sandhyasamayam
,,satabdam,satabdham
,,satabdam,satabdhi
,,asvinam,asvini
,,visuva,visuvattu
,,visuva,visuvamu
,,venalkkalam,endakalamu
,,himayugam,himayugam
,,himayugam,mancuyugam
,,maranasannanaya,maranamasannamagu
,,nirapavadam,nirapavada
,,angikaricca,angikarincina
,,prayojanapradam,prayojakaramaina
,,sahasikamaya,sahasamaina
,,aprabhavitanaya,aprabhavitamaina
,,kalanceyta,kalancesina
,,uttarakalinamaya,uttarakalam
,,mullukalulla,mullukaligina
,,lajjavaha,lajjagala
,,asraddharaya,asradtha gala
,,akarsaniyamaya,akarsaniyamaina
,,garbhini,garbhini
,,anumati labhicca,anumatimpabadina
,,labhicca,labhincina
,,unnatakulajatanaya,unnatakulamaina
,,bhiruta,bhiruvu
,,prakasikkunna,prakasincina
,,andhakaramaya,andhakarangala
,,suvarnna,suvarnam
,,pacca,pacca
,,vella,tella
,,meghavrtamaya,meghavrtamaina
,,visramadayakamaya,visrandayakamaina
,,duhkhapurnnamaya,duhkhakaramaina
,,nipunamaya,naipunyata
,,pradarsippikkunna,pradarsimpabadina
,,asakaryamaya,asaukaryamaina
,,krtrimamaya,krtrimamaina
,,sakhakalulla,sakhalugala
,,agadhamaya,agadhamaina
,,agadhamaya,gadhamaina
,,samatvavadi,samyavadi
,,apradhanamaya,apradanamaina
,,saralamaya,saralamaina
,,prayatnasilamillatta,aprayatnisilamaina
,,maranopantaramaya,marananantaramu
,,ayogyanaya,ayogyamaina
,,akarsaniyamaya,akarsanagala
,,santulitamaya,santulitamaina
,,rahasyapurnnam,rahasyapurnamaina
,,aparimitamaya,aparimitamaina
,,madhyabhagatt,madhyagagala
,,viphalamaya,viphalamaina
,,riktamaya,riktamaina
,,sunyamaya,sunyamaina
,,rahitamaya,rahitamaina
,,vihinamaya,vihinamaina
,,sresthamaya,sresthamaina
,,munkopiyaya,mukkopiyaina
,,svarggiya,svargiya
,,parusamulla,purusulala
,,parusamulla,purusullage
,,pakamvanna,pakvamaina
,,artthasunyamaya,arthasunyamaina
,,dayahinamaya,dayahinudaina
,,akaranamaya,akaranamaina
,,prakrtidattamaya,prakrtikamaina
,,purvvakadaksina,pracinadaksinam
,,uddandanaya,uddandudaina
,,nutanamaya,nutanayaina
,,santipurnnamaya,santipurvakamaina
,,asuddhamaya,asuddhamaina
,,manasikamaya,manasikamaina
,,kapataraya,kapatangala
,,gadgadamaya,gadgadamaina
,,uttejitanaya,uttejitamaina
,,anandapradamaya,anandamaina
,,saddhyamaya,sadhyamaina
,,samucitamaya,samucitamaina
,,cancalacittanaya,capalacittudaina
,,nagarikanaya,nagarikatagala
,,aslilamaya,aslilamaina
,,mataparamaya,mataparamaina
,,matasabandhiyaya,mata sambandhamaina
